LGA region,Postcode,People reporting fair or poor health status,People reporting fair or poor health status (rank),Females reporting fair or poor health status,Females reporting fair or poor health status (rank),Males reporting fair or poor health status,Males reporting fair or poor health status (rank),People receiving prescriptions,People receiving prescriptions (rank),Females receiving prescriptions,Females receiving prescriptions (rank),Males receiving prescriptions,Males receiving prescriptions (rank),"People who delayed purchasing prescribed medication, unable to afford","People who delayed purchasing prescribed medication, unable to afford (rank)",People reporting type 2 diabetes,People reporting type 2 diabetes (rank),People reporting high blood pressure,People reporting high blood pressure (rank),People reporting heart disease,People reporting heart disease (rank),"Cancer incidence per 1,000 population","Cancer incidence per 1,000 population (rank)","Cancer incidence per 1,000 females","Cancer incidence per 1,000 females (rank)","Cancer incidence per 1,000 males","Cancer incidence per 1,000 males (rank)"
Boroondara,3108,10.30%,68,12.90%,48,7.70%,79,65.30%,69,71.00%,70,59.20%,72,6.10%,78,3.20%,71,20.40%,72,4.80%,76,5,64,4.5,64,5.5,60
Boroondara,3121,10.30%,68,12.90%,48,7.70%,79,65.30%,69,71.00%,70,59.20%,72,6.10%,78,3.20%,71,20.40%,72,4.80%,76,5,64,4.5,64,5.5,60
Boroondara,3122,10.30%,68,12.90%,48,7.70%,79,65.30%,69,71.00%,70,59.20%,72,6.10%,78,3.20%,71,20.40%,72,4.80%,76,5,64,4.5,64,5.5,60
Boroondara,3123,10.30%,68,12.90%,48,7.70%,79,65.30%,69,71.00%,70,59.20%,72,6.10%,78,3.20%,71,20.40%,72,4.80%,76,5,64,4.5,64,5.5,60
Boroondara,3124,10.30%,68,12.90%,48,7.70%,79,65.30%,69,71.00%,70,59.20%,72,6.10%,78,3.20%,71,20.40%,72,4.80%,76,5,64,4.5,64,5.5,60
Boroondara,3125,10.30%,68,12.90%,48,7.70%,79,65.30%,69,71.00%,70,59.20%,72,6.10%,78,3.20%,71,20.40%,72,4.80%,76,5,64,4.5,64,5.5,60
Boroondara,3126,10.30%,68,12.90%,48,7.70%,79,65.30%,69,71.00%,70,59.20%,72,6.10%,78,3.20%,71,20.40%,72,4.80%,76,5,64,4.5,64,5.5,60
Boroondara,3127,10.30%,68,12.90%,48,7.70%,79,65.30%,69,71.00%,70,59.20%,72,6.10%,78,3.20%,71,20.40%,72,4.80%,76,5,64,4.5,64,5.5,60
Boroondara,3129,10.30%,68,12.90%,48,7.70%,79,65.30%,69,71.00%,70,59.20%,72,6.10%,78,3.20%,71,20.40%,72,4.80%,76,5,64,4.5,64,5.5,60
Boroondara,3142,10.30%,68,12.90%,48,7.70%,79,65.30%,69,71.00%,70,59.20%,72,6.10%,78,3.20%,71,20.40%,72,4.80%,76,5,64,4.5,64,5.5,60
Boroondara,3144,10.30%,68,12.90%,48,7.70%,79,65.30%,69,71.00%,70,59.20%,72,6.10%,78,3.20%,71,20.40%,72,4.80%,76,5,64,4.5,64,5.5,60
Boroondara,3145,10.30%,68,12.90%,48,7.70%,79,65.30%,69,71.00%,70,59.20%,72,6.10%,78,3.20%,71,20.40%,72,4.80%,76,5,64,4.5,64,5.5,60
Boroondara,3146,10.30%,68,12.90%,48,7.70%,79,65.30%,69,71.00%,70,59.20%,72,6.10%,78,3.20%,71,20.40%,72,4.80%,76,5,64,4.5,64,5.5,60
Boroondara,3147,10.30%,68,12.90%,48,7.70%,79,65.30%,69,71.00%,70,59.20%,72,6.10%,78,3.20%,71,20.40%,72,4.80%,76,5,64,4.5,64,5.5,60
Brimbank,3012,23.80%,3,24.40%,4,22.90%,6,72.90%,44,78.20%,47,67.70%,40,13.60%,18,4.00%,59,27.00%,38,6.20%,60,4.6,69,4.5,63,4.7,70
Brimbank,3019,23.80%,3,24.40%,4,22.90%,6,72.90%,44,78.20%,47,67.70%,40,13.60%,18,4.00%,59,27.00%,38,6.20%,60,4.6,69,4.5,63,4.7,70
Brimbank,3020,23.80%,3,24.40%,4,22.90%,6,72.90%,44,78.20%,47,67.70%,40,13.60%,18,4.00%,59,27.00%,38,6.20%,60,4.6,69,4.5,63,4.7,70
Brimbank,3021,23.80%,3,24.40%,4,22.90%,6,72.90%,44,78.20%,47,67.70%,40,13.60%,18,4.00%,59,27.00%,38,6.20%,60,4.6,69,4.5,63,4.7,70
Brimbank,3022,23.80%,3,24.40%,4,22.90%,6,72.90%,44,78.20%,47,67.70%,40,13.60%,18,4.00%,59,27.00%,38,6.20%,60,4.6,69,4.5,63,4.7,70
Brimbank,3023,23.80%,3,24.40%,4,22.90%,6,72.90%,44,78.20%,47,67.70%,40,13.60%,18,4.00%,59,27.00%,38,6.20%,60,4.6,69,4.5,63,4.7,70
Brimbank,3024,23.80%,3,24.40%,4,22.90%,6,72.90%,44,78.20%,47,67.70%,40,13.60%,18,4.00%,59,27.00%,38,6.20%,60,4.6,69,4.5,63,4.7,70
Brimbank,3026,23.80%,3,24.40%,4,22.90%,6,72.90%,44,78.20%,47,67.70%,40,13.60%,18,4.00%,59,27.00%,38,6.20%,60,4.6,69,4.5,63,4.7,70
Brimbank,3029,23.80%,3,24.40%,4,22.90%,6,72.90%,44,78.20%,47,67.70%,40,13.60%,18,4.00%,59,27.00%,38,6.20%,60,4.6,69,4.5,63,4.7,70
Brimbank,3030,23.80%,3,24.40%,4,22.90%,6,72.90%,44,78.20%,47,67.70%,40,13.60%,18,4.00%,59,27.00%,38,6.20%,60,4.6,69,4.5,63,4.7,70
Brimbank,3033,23.80%,3,24.40%,4,22.90%,6,72.90%,44,78.20%,47,67.70%,40,13.60%,18,4.00%,59,27.00%,38,6.20%,60,4.6,69,4.5,63,4.7,70
Brimbank,3034,23.80%,3,24.40%,4,22.90%,6,72.90%,44,78.20%,47,67.70%,40,13.60%,18,4.00%,59,27.00%,38,6.20%,60,4.6,69,4.5,63,4.7,70
Brimbank,3036,23.80%,3,24.40%,4,22.90%,6,72.90%,44,78.20%,47,67.70%,40,13.60%,18,4.00%,59,27.00%,38,6.20%,60,4.6,69,4.5,63,4.7,70
Brimbank,3037,23.80%,3,24.40%,4,22.90%,6,72.90%,44,78.20%,47,67.70%,40,13.60%,18,4.00%,59,27.00%,38,6.20%,60,4.6,69,4.5,63,4.7,70
Brimbank,3038,23.80%,3,24.40%,4,22.90%,6,72.90%,44,78.20%,47,67.70%,40,13.60%,18,4.00%,59,27.00%,38,6.20%,60,4.6,69,4.5,63,4.7,70
Brimbank,3042,23.80%,3,24.40%,4,22.90%,6,72.90%,44,78.20%,47,67.70%,40,13.60%,18,4.00%,59,27.00%,38,6.20%,60,4.6,69,4.5,63,4.7,70
Brimbank,3043,23.80%,3,24.40%,4,22.90%,6,72.90%,44,78.20%,47,67.70%,40,13.60%,18,4.00%,59,27.00%,38,6.20%,60,4.6,69,4.5,63,4.7,70
Brimbank,3045,23.80%,3,24.40%,4,22.90%,6,72.90%,44,78.20%,47,67.70%,40,13.60%,18,4.00%,59,27.00%,38,6.20%,60,4.6,69,4.5,63,4.7,70
Brimbank,3335,23.80%,3,24.40%,4,22.90%,6,72.90%,44,78.20%,47,67.70%,40,13.60%,18,4.00%,59,27.00%,38,6.20%,60,4.6,69,4.5,63,4.7,70
Brimbank,3427,23.80%,3,24.40%,4,22.90%,6,72.90%,44,78.20%,47,67.70%,40,13.60%,18,4.00%,59,27.00%,38,6.20%,60,4.6,69,4.5,63,4.7,70
Brimbank,3428,23.80%,3,24.40%,4,22.90%,6,72.90%,44,78.20%,47,67.70%,40,13.60%,18,4.00%,59,27.00%,38,6.20%,60,4.6,69,4.5,63,4.7,70
Buloke,3387,21.60%,6,12.80%,49,30.10%,1,83.20%,2,88.30%,5,78.30%,1,14.40%,5,5.90%,20,32.10%,5,7.70%,25,11.5,1,10.6,1,12.4,1
Buloke,3391,21.60%,6,12.80%,49,30.10%,1,83.20%,2,88.30%,5,78.30%,1,14.40%,5,5.90%,20,32.10%,5,7.70%,25,11.5,1,10.6,1,12.4,1
Buloke,3392,21.60%,6,12.80%,49,30.10%,1,83.20%,2,88.30%,5,78.30%,1,14.40%,5,5.90%,20,32.10%,5,7.70%,25,11.5,1,10.6,1,12.4,1
Buloke,3393,21.60%,6,12.80%,49,30.10%,1,83.20%,2,88.30%,5,78.30%,1,14.40%,5,5.90%,20,32.10%,5,7.70%,25,11.5,1,10.6,1,12.4,1
Buloke,3395,21.60%,6,12.80%,49,30.10%,1,83.20%,2,88.30%,5,78.30%,1,14.40%,5,5.90%,20,32.10%,5,7.70%,25,11.5,1,10.6,1,12.4,1
Buloke,3478,21.60%,6,12.80%,49,30.10%,1,83.20%,2,88.30%,5,78.30%,1,14.40%,5,5.90%,20,32.10%,5,7.70%,25,11.5,1,10.6,1,12.4,1
Buloke,3480,21.60%,6,12.80%,49,30.10%,1,83.20%,2,88.30%,5,78.30%,1,14.40%,5,5.90%,20,32.10%,5,7.70%,25,11.5,1,10.6,1,12.4,1
Buloke,3482,21.60%,6,12.80%,49,30.10%,1,83.20%,2,88.30%,5,78.30%,1,14.40%,5,5.90%,20,32.10%,5,7.70%,25,11.5,1,10.6,1,12.4,1
Buloke,3483,21.60%,6,12.80%,49,30.10%,1,83.20%,2,88.30%,5,78.30%,1,14.40%,5,5.90%,20,32.10%,5,7.70%,25,11.5,1,10.6,1,12.4,1
Buloke,3491,21.60%,6,12.80%,49,30.10%,1,83.20%,2,88.30%,5,78.30%,1,14.40%,5,5.90%,20,32.10%,5,7.70%,25,11.5,1,10.6,1,12.4,1
Buloke,3507,21.60%,6,12.80%,49,30.10%,1,83.20%,2,88.30%,5,78.30%,1,14.40%,5,5.90%,20,32.10%,5,7.70%,25,11.5,1,10.6,1,12.4,1
Buloke,3518,21.60%,6,12.80%,49,30.10%,1,83.20%,2,88.30%,5,78.30%,1,14.40%,5,5.90%,20,32.10%,5,7.70%,25,11.5,1,10.6,1,12.4,1
Buloke,3520,21.60%,6,12.80%,49,30.10%,1,83.20%,2,88.30%,5,78.30%,1,14.40%,5,5.90%,20,32.10%,5,7.70%,25,11.5,1,10.6,1,12.4,1
Buloke,3525,21.60%,6,12.80%,49,30.10%,1,83.20%,2,88.30%,5,78.30%,1,14.40%,5,5.90%,20,32.10%,5,7.70%,25,11.5,1,10.6,1,12.4,1
Buloke,3527,21.60%,6,12.80%,49,30.10%,1,83.20%,2,88.30%,5,78.30%,1,14.40%,5,5.90%,20,32.10%,5,7.70%,25,11.5,1,10.6,1,12.4,1
Buloke,3530,21.60%,6,12.80%,49,30.10%,1,83.20%,2,88.30%,5,78.30%,1,14.40%,5,5.90%,20,32.10%,5,7.70%,25,11.5,1,10.6,1,12.4,1
Buloke,3531,21.60%,6,12.80%,49,30.10%,1,83.20%,2,88.30%,5,78.30%,1,14.40%,5,5.90%,20,32.10%,5,7.70%,25,11.5,1,10.6,1,12.4,1
Buloke,3533,21.60%,6,12.80%,49,30.10%,1,83.20%,2,88.30%,5,78.30%,1,14.40%,5,5.90%,20,32.10%,5,7.70%,25,11.5,1,10.6,1,12.4,1
Buloke,3537,21.60%,6,12.80%,49,30.10%,1,83.20%,2,88.30%,5,78.30%,1,14.40%,5,5.90%,20,32.10%,5,7.70%,25,11.5,1,10.6,1,12.4,1
Buloke,3540,21.60%,6,12.80%,49,30.10%,1,83.20%,2,88.30%,5,78.30%,1,14.40%,5,5.90%,20,32.10%,5,7.70%,25,11.5,1,10.6,1,12.4,1
Buloke,3542,21.60%,6,12.80%,49,30.10%,1,83.20%,2,88.30%,5,78.30%,1,14.40%,5,5.90%,20,32.10%,5,7.70%,25,11.5,1,10.6,1,12.4,1
Buloke,3544,21.60%,6,12.80%,49,30.10%,1,83.20%,2,88.30%,5,78.30%,1,14.40%,5,5.90%,20,32.10%,5,7.70%,25,11.5,1,10.6,1,12.4,1
Buloke,3546,21.60%,6,12.80%,49,30.10%,1,83.20%,2,88.30%,5,78.30%,1,14.40%,5,5.90%,20,32.10%,5,7.70%,25,11.5,1,10.6,1,12.4,1
Campaspe,2731,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3523,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3551,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3557,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3558,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3559,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3561,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3562,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3563,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3564,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3566,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3567,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3571,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3572,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3573,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3575,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3608,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3610,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3612,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3616,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3617,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3618,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3620,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3621,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3622,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3623,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3624,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3629,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Campaspe,3638,15.00%,40,9.30%,69,19.50%,19,81.70%,5,88.10%,6,75.40%,6,13.70%,15,4.80%,40,36.80%,2,6.50%,52,7.2,15,6.1,24,8.4,14
Cardinia,3139,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3159,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3160,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3781,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3782,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3783,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3791,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3797,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3804,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3806,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3807,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3808,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3809,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3810,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3812,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3813,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3814,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3815,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3816,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3818,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3833,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3977,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3978,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3980,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3981,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3984,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3987,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Cardinia,3988,12.90%,59,12.30%,54,14.10%,53,73.80%,40,79.80%,41,67.60%,41,11.00%,56,4.20%,54,23.40%,58,6.80%,45,4.8,67,4.8,52,4.7,69
Casey,3156,17.30%,24,20.60%,10,13.80%,57,74.00%,38,79.30%,43,68.70%,33,11.80%,50,5.80%,21,27.00%,37,10.10%,1,3.8,75,3.5,75,4.1,73
Casey,3175,17.30%,24,20.60%,10,13.80%,57,74.00%,38,79.30%,43,68.70%,33,11.80%,50,5.80%,21,27.00%,37,10.10%,1,3.8,75,3.5,75,4.1,73
Casey,3177,17.30%,24,20.60%,10,13.80%,57,74.00%,38,79.30%,43,68.70%,33,11.80%,50,5.80%,21,27.00%,37,10.10%,1,3.8,75,3.5,75,4.1,73
Casey,3178,17.30%,24,20.60%,10,13.80%,57,74.00%,38,79.30%,43,68.70%,33,11.80%,50,5.80%,21,27.00%,37,10.10%,1,3.8,75,3.5,75,4.1,73
Casey,3802,17.30%,24,20.60%,10,13.80%,57,74.00%,38,79.30%,43,68.70%,33,11.80%,50,5.80%,21,27.00%,37,10.10%,1,3.8,75,3.5,75,4.1,73
Casey,3803,17.30%,24,20.60%,10,13.80%,57,74.00%,38,79.30%,43,68.70%,33,11.80%,50,5.80%,21,27.00%,37,10.10%,1,3.8,75,3.5,75,4.1,73
Casey,3804,17.30%,24,20.60%,10,13.80%,57,74.00%,38,79.30%,43,68.70%,33,11.80%,50,5.80%,21,27.00%,37,10.10%,1,3.8,75,3.5,75,4.1,73
Casey,3805,17.30%,24,20.60%,10,13.80%,57,74.00%,38,79.30%,43,68.70%,33,11.80%,50,5.80%,21,27.00%,37,10.10%,1,3.8,75,3.5,75,4.1,73
Casey,3806,17.30%,24,20.60%,10,13.80%,57,74.00%,38,79.30%,43,68.70%,33,11.80%,50,5.80%,21,27.00%,37,10.10%,1,3.8,75,3.5,75,4.1,73
Casey,3807,17.30%,24,20.60%,10,13.80%,57,74.00%,38,79.30%,43,68.70%,33,11.80%,50,5.80%,21,27.00%,37,10.10%,1,3.8,75,3.5,75,4.1,73
Casey,3808,17.30%,24,20.60%,10,13.80%,57,74.00%,38,79.30%,43,68.70%,33,11.80%,50,5.80%,21,27.00%,37,10.10%,1,3.8,75,3.5,75,4.1,73
Casey,3809,17.30%,24,20.60%,10,13.80%,57,74.00%,38,79.30%,43,68.70%,33,11.80%,50,5.80%,21,27.00%,37,10.10%,1,3.8,75,3.5,75,4.1,73
Casey,3910,17.30%,24,20.60%,10,13.80%,57,74.00%,38,79.30%,43,68.70%,33,11.80%,50,5.80%,21,27.00%,37,10.10%,1,3.8,75,3.5,75,4.1,73
Casey,3911,17.30%,24,20.60%,10,13.80%,57,74.00%,38,79.30%,43,68.70%,33,11.80%,50,5.80%,21,27.00%,37,10.10%,1,3.8,75,3.5,75,4.1,73
Casey,3912,17.30%,24,20.60%,10,13.80%,57,74.00%,38,79.30%,43,68.70%,33,11.80%,50,5.80%,21,27.00%,37,10.10%,1,3.8,75,3.5,75,4.1,73
Casey,3975,17.30%,24,20.60%,10,13.80%,57,74.00%,38,79.30%,43,68.70%,33,11.80%,50,5.80%,21,27.00%,37,10.10%,1,3.8,75,3.5,75,4.1,73
Casey,3976,17.30%,24,20.60%,10,13.80%,57,74.00%,38,79.30%,43,68.70%,33,11.80%,50,5.80%,21,27.00%,37,10.10%,1,3.8,75,3.5,75,4.1,73
Casey,3977,17.30%,24,20.60%,10,13.80%,57,74.00%,38,79.30%,43,68.70%,33,11.80%,50,5.80%,21,27.00%,37,10.10%,1,3.8,75,3.5,75,4.1,73
Casey,3978,17.30%,24,20.60%,10,13.80%,57,74.00%,38,79.30%,43,68.70%,33,11.80%,50,5.80%,21,27.00%,37,10.10%,1,3.8,75,3.5,75,4.1,73
Casey,3980,17.30%,24,20.60%,10,13.80%,57,74.00%,38,79.30%,43,68.70%,33,11.80%,50,5.80%,21,27.00%,37,10.10%,1,3.8,75,3.5,75,4.1,73
Casey,3981,17.30%,24,20.60%,10,13.80%,57,74.00%,38,79.30%,43,68.70%,33,11.80%,50,5.80%,21,27.00%,37,10.10%,1,3.8,75,3.5,75,4.1,73
Central Goldfields,3352,18.00%,17,14.50%,32,22.00%,9,80.70%,8,86.10%,11,75.20%,7,16.70%,1,6.10%,13,34.40%,3,7.50%,28,8.3,5,7.6,7,8.9,8
Central Goldfields,3364,18.00%,17,14.50%,32,22.00%,9,80.70%,8,86.10%,11,75.20%,7,16.70%,1,6.10%,13,34.40%,3,7.50%,28,8.3,5,7.6,7,8.9,8
Central Goldfields,3370,18.00%,17,14.50%,32,22.00%,9,80.70%,8,86.10%,11,75.20%,7,16.70%,1,6.10%,13,34.40%,3,7.50%,28,8.3,5,7.6,7,8.9,8
Central Goldfields,3371,18.00%,17,14.50%,32,22.00%,9,80.70%,8,86.10%,11,75.20%,7,16.70%,1,6.10%,13,34.40%,3,7.50%,28,8.3,5,7.6,7,8.9,8
Central Goldfields,3462,18.00%,17,14.50%,32,22.00%,9,80.70%,8,86.10%,11,75.20%,7,16.70%,1,6.10%,13,34.40%,3,7.50%,28,8.3,5,7.6,7,8.9,8
